text_id,city
454,Wien
455,Pogöriach
456,Berlin
457,Hamburg
458,Berlin
459,Frankfurt/Main
460,München
461,Wien
462,Pully
463,Wien
464,Wien
465,Berlin
465,Bielefeld
466,
467,Berlin
468,Frankfurt/Main
468,Berlin
469,Frankfurt/Main
470,Berlin
471,Wolfurt
471,Wien
472,Obernberg/Inn
473,Berlin
474,Zürich
475,Zürich
476,Montpellier
477,Niigata (Japan)
478,Zürich
479,Klosterneuburg
480,Kerry (Irland)
481,Wien
482,Chieming
483,Eurasburg
484,Paris
485,Zürich
486,Berlin
487,Basel
488,Wien
489,Wien
490,Zürich
491,Berlin
492,Basel
493,Wien
494,Bregenz
495,Berlin
496,Filzbach
497,Berlin
498,Berlin
499,Berlin
500,Bregenz
501,Köln
502,Berlin
503,Karlsruhe
504,Übach-Palenberg
505,Berlin
506,Zürich
507,München
508,Dornbirn
509,Zürich
510,Hamburg
511,Zürich
512,Amsterdam
513,Berlin
514,Rheineck
515,Berlin
516,Wien
517,Hohenems
518,Salzburg
519,Adnet
520,Langenthal
521,Berlin
522,Berlin
523,Berlin
524,Berlin
525,Seon
526,Wien
527,Berlin
528,München
529,Montevideo (Uruguay)
530,Bad Nauheim
531,Wien
532,Basel
533,Heinitzpolder
534,Wien
535,Berlin
536,Berlin
537,Berlin
538,Zürich
539,Berlin
540,Berlin
541,Zürich
542,Verden/Aller
543,Köln
544,Berlin
545,Berlin
545,Kumberg
546,München
547,Berlin
548,Frankfurt/Main
549,München
550,Zürich
551,Köln
552,Berlin
552,Berlin
553,Berlin
553,Potsdam
554,München
555,St. Pantaleon
556,Bern
557,Leipzig
558,Wien
559,Linz
560,Freiburg
561,Berlin
562,Basel
563,Basel
564,Innsbruck
565,Berlin
566,Dassendorf
567,Zürich
568,Hall (Tirol)
568,Zürich
569,Pratteln
570,Berlin
571,Ingelheim
572,Wien
572,Hombroich
573,Berlin
574,Wuppertal
575,Graz
576,Columbus (USA)
577,Hamburg
578,Frauenfeld
578,Biel/Bienne
579,München
580,Kiel
581,Berlin
581,Leipzig
582,Köln
583,Handorf
584,Hohne
585,Dollart
586,Zürich
587,Berlin
587,Frankfurt/Main
588,Berlin
589,Hamburg
590,Wien
591,Wien
591,Wolfurt
592,Köln
593,Köln
594,Berlin
595,Zürich
596,München
597,Hamburg
597,Schweiz
598,Verden/Aller
599,Köln
600,Wien
601,Schlangen
602,Tübingen
603,Berlin
604,Hamburg
605,Leipzig
606,Berlin
607,Stuttgart
608,Berlin
609,Köln
610,München
611,München
612,Wien
613,Strasbourg
613,Paris
614,Berlin
615,Graz
616,Leipzig
617,Bern
618,Mönchengladbach
618,Berlin
619,Berlin
620,Langenthal
621,in Deutschland
622,Leipzig
623,Potsdam
624,München
625,Berlin
626,Freiburg
627,Berlin
628,München
629,Kall/Keldenich
630,Wien
631,Zürich
632,Berlin
633,Saarbrücken
634,Berlin
635,Leipzig
636,Berlin
637,Wien
637,Berlin
638,Tübingen
639,Leipzig
640,Schwielowsee
641,Wien
641,am Dachstein
642,Hamburg
643,Berlin
644,Wien
645,Schofheim
646,Berlin
647,Berlin
648,Tübingen
649,Berlin
650,Wien
651,Uster
652,Barcelona
653,Frankfurt/Main
654,Berlin
655,München
656,Berlin
657,Bologna
658,Berlin
659,Köln
660,Heidelberg
661,Vorpommern
661,Berlin
662,Berlin
663,Frankfurt/Main
664,Bern
665,Hamburg
666,Stuttgart
667,Leipzig
668,Karlsruhe
669,Berlin
670,Stuttgart
671,Wien
672,Graz
673,Frankfurt/Main
674,Berlin
675,Höflein a.d. Donau
676,Paris
677,Wien
678,Berlin
679,Berlin
680,Zürich
681,Barcelona
682,Berlin
683,Wien
684,Berlin
685,Berlin
686,Berlin
687,Wien
688,Zürich
689,Berlin
690,Münster
691,Düsseldorf
692,Berlin
693,Wien
694,Berlin
695,Dublin
696,München
697,Wien
698,Berlin
699,Zürich
700,Königsdorf
700,Berlin
701,Rostock
702,Cottbus
703,Berlin
704,Zürich
705,Heidelberg
706,Berlin
707,Berlin
708,Berlin
709,Wien
710,Klagenfurt
711,Berlin
712,Berlin
713,Berlin
714,Wien
715,Berlin
716,Köln
717,Wien
718,Hiroshima (Japan)
719,Leipzig
720,Bamberg
721,Biel
721,Zürich
722,Freiburg
723,Frankfurt/Main
724,Traismauer
725,Berlin
726,Berlin
727,Hamburg
728,Unterentfelden
729,Zürich
730,Espoo
731,Heidgraben
732,Hamburg
733,Berlin
734,Berlin
735,Berlin
736,Konstanz
737,Biel/Bienne
738,Odessa
739,München
740,Berlin
741,Berlin
742,Wien
743,Wien
744,Berlin
745,Graz
746,Wien
747,Berlin
748,Celerina
749,Bern
750,Berlin
751,Graz
752,Berlin
753,Graz
754,Pfaffstätten
755,Bad Segeberg
756,Leipzig
757,südliches Waldviertel
758,Zürich
759,Wien
760,Klagenfurt
761,Bern
762,Berlin
763,Hamburg
764,Val Müstair
765,Wien
766,Berlin
767,Graz
768,Berlin
769,Frankfurt/Main
770,Bamberg
771,Frankfurt/Main
772,Uster
772,Zürich
773,Hamburg
774,Berlin
775,Osnabrück
776,Aachen
776,La Roche de Rame-Hautes Alpes (Frankreich)
777,Tel Aviv
778,Leipzig
779,Tübingen
780,Berlin
781,Köln
782,Köln
782,Wien
783,Salzburg
784,Leipzig
785,Wien
786,Madiswil
787,Berlin
788,Zürich
789,Frankfurt/Main
790,Berlin
791,Berlin
792,Wien
793,Wien
794,Wien
795,Berlin
796,Weiler im Allgäu
796,München
797,Brooklyn
798,Graz
799,Wien
800,Frankfurt/Main
801,Solingen
802,Hamburg
803,Berlin
804,Hamburg
805,Berlin
806,Wien
807,Berlin
808,Herrliberg
809,Nürnberg
810,Zürich
811,Berlin
812,Brunnen
812,Luzern
813,Wien
814,Bamberg
815,Wien
816,Hannover
817,Wien
818,Bern
819,Berlin
820,Salzburg
821,Leipzig
822,Köln
823,Freidorf (Kanton Thurgau)
824,Hamburg
825,Zürich
826,Wien
827,Berlin
828,Biel/Bienne
829,Innsbruck
830,Neu Meteln
831,Zürich
832,Leipzig
833,Hamburg
834,Wien
835,Straßengel
836,Bern
837,Braunschweig
838,Hamburg
839,Köln
840,Wien
841,Wien
